ЭФЕМЕРИДЫ ПО ОБЪЕКТУ:  95377
Для пункта:  10016 Маяки   46 23'50.68"   30 16'17.74"    14m
C   2010-04-15 12:00
по  2010-05-01 12:00
Шаг  0:10:00
Мин.угол места:          10 град
Макс.угол места Солнца: -10 град
Стандартный блеск :      8.1 (зв.вел.)

ОБОЗНАЧЕНИЯ
RA        прямое восхождение, тек.эпоха
DECL      склонение, тек.эпоха
RARate    скорость по пр.восх., арксек/мин
DeclRate  скорость по склонению, арксек/мин
HourAng   часовой угол
Az        азимут
Um        угол места
Phase     фазовый угол
Range     дальность
Mag       зв.величина (оценка)

   Date        UTC        RA         DECL      RARate   DeclRate    HourAng      Az     Um    Phase  Range  Mag
2010-04-15  19:40:00  06 49 04.5  -06 11 19  +002372.6 +000151.7  04 27 25.3  248.651 11.036 100.26  19284 14.9
2010-04-17  21:20:00  12 49 19.3  -16 26 39  +000749.8 -000242.6  00 15 20.1  184.129 27.063  14.28  30042 14.3
2010-04-17  21:30:00  12 57 59.1  -17 09 04     <<SHADOW>>        00 16 41.8  184.451 26.340  12.71  28971 ----
2010-04-17  21:40:00  13 07 24.7  -17 55 59     <<SHADOW>>        00 17 18.0  184.561 25.551  11.29  27819 ----
2010-04-17  21:50:00  13 17 46.3  -18 48 22     <<SHADOW>>        00 16 58.0  184.419 24.684  10.18  26581 ----
2010-04-17  22:00:00  13 29 17.9  -19 47 27     <<SHADOW>>        00 15 28.0  183.974 23.719   9.70  25254 ----
2010-04-17  22:10:00  13 42 18.8  -20 54 51     <<SHADOW>>        00 12 28.8  183.158 22.629  10.23  23834 ----
2010-04-17  22:20:00  13 57 16.1  -22 12 47     <<SHADOW>>        00 07 33.1  181.877 21.368  12.00  22315 ----
2010-04-17  22:30:00  14 14 49.8  -23 44 13     <<SHADOW>>        00 00 01.1  180.004 19.866  15.06  20695 ----
2010-04-17  22:40:00  14 36 01.4  -25 33 10     <<SHADOW>>        23 48 51.1  177.356 18.005  19.40  18973 ----
2010-04-17  22:50:00  15 02 30.5  -27 44 55     <<SHADOW>>        23 32 23.6  173.661 15.591  25.23  17156 ----
2010-04-17  23:00:00  15 37 07.8  -30 25 27  +003612.2 -001059.6  23 07 48.0  168.506 12.276  32.96  15263 12.9

   Date        UTC        RA         DECL      RARate   DeclRate    HourAng      Az     Um    Phase  Range  Mag
2010-04-18  17:50:00  12 32 25.1  -13 18 08  +000605.0 -000160.9  21 05 36.3  134.911 18.628  18.19  35452 14.7
2010-04-18  18:00:00  12 39 18.2  -13 45 47  +000635.1 -000171.1  21 08 44.8  135.852 18.609  16.59  34707 14.6
2010-04-18  18:10:00  12 46 33.1  -14 15 15  +000670.4 -000182.8  21 11 31.6  136.726 18.512  14.94  33900 14.5
2010-04-18  18:20:00  12 54 13.4  -14 46 48  +000711.8 -000196.0  21 13 53.0  137.520 18.329  13.26  33029 14.5
2010-04-18  18:30:00  13 02 23.7  -15 20 42  +000760.7 -000211.3  21 15 44.3  138.219 18.047  11.55  32092 14.4
2010-04-18  18:40:00  13 11 09.7  -15 57 21  +000819.0 -000228.9  21 16 59.9  138.804 17.654   9.90  31087 14.3
2010-04-18  18:50:00  13 20 38.3  -16 37 10  +000889.1 -000249.4  21 17 32.9  139.254 17.131   8.42  30013 14.3
2010-04-18  19:00:00  13 30 58.4  -17 20 40     <<SHADOW>>        21 17 14.5  139.542 16.456   7.38  28866 ----
2010-04-18  19:10:00  13 42 21.3  -18 08 31     <<SHADOW>>        21 15 53.2  139.635 15.600   7.22  27645 ----
2010-04-18  19:20:00  13 55 02.2  -19 01 30     <<SHADOW>>        21 13 13.9  139.492 14.525   8.29  26349 ----
2010-04-18  19:30:00  14 09 21.2  -20 00 35     <<SHADOW>>        21 08 56.6  139.062 13.177  10.56  24975 ----
2010-04-18  19:40:00  14 25 46.1  -21 06 52     <<SHADOW>>        21 02 33.3  138.275 11.484  13.81  23524 ----

   Date        UTC        RA         DECL      RARate   DeclRate    HourAng      Az     Um    Phase  Range  Mag
2010-04-19  20:00:00  07 24 27.9  -06 07 09  +001837.4 +000064.0  04 27 51.4  248.781 11.019  95.10  21899 15.0
2010-04-19  20:10:00  07 43 20.0  -05 59 21  +001571.0 +000031.6  04 19 01.0  247.147 12.531  90.53  23487 15.0
2010-04-19  20:20:00  07 59 36.6  -05 56 07  +001367.5 +000008.6  04 12 46.0  245.951 13.562  86.58  25001 15.0
2010-04-19  20:30:00  08 13 53.4  -05 56 09  +001208.9 -000008.1  04 08 30.9  245.106 14.228  83.10  26439 15.0
2010-04-19  20:40:00  08 26 35.8  -05 58 35  +001082.9 -000020.4  04 05 50.1  244.544 14.615  80.00  27801 15.0
2010-04-19  20:50:00  08 38 02.7  -06 02 47  +000981.3 -000029.7  04 04 24.8  244.213 14.781  77.19  29088 15.1
2010-04-19  21:00:00  08 48 28.4  -06 08 23  +000898.2 -000036.9  04 04 00.7  244.073 14.771  74.63  30299 15.1
2010-04-19  21:10:00  08 58 03.7  -06 15 02  +000829.5 -000042.5  04 04 27.1  244.090 14.616  72.26  31439 15.1
2010-04-19  21:20:00  09 06 57.0  -06 22 30  +000772.1 -000047.0  04 05 35.5  244.237 14.342  70.08  32509 15.2
2010-04-19  21:30:00  09 15 15.2  -06 30 39  +000723.7 -000050.7  04 07 18.9  244.494 13.968  68.02  33510 15.2
2010-04-19  21:40:00  09 23 03.7  -06 39 22  +000682.7 -000053.8  04 09 32.1  244.842 13.509  66.10  34444 15.2
2010-04-19  21:50:00  09 30 26.9  -06 48 33  +000647.8 -000056.4  04 12 10.5  245.266 12.977  64.27  35314 15.2
2010-04-19  22:00:00  09 37 28.5  -06 58 09  +000617.9 -000058.7  04 15 10.5  245.754 12.383  62.53  36120 15.2
2010-04-19  22:10:00  09 44 11.7  -07 08 06  +000592.2 -000060.7  04 18 29.0  246.295 11.733  60.86  36863 15.2
2010-04-19  22:20:00  09 50 39.0  -07 18 23  +000570.2 -000062.6  04 22 03.3  246.879 11.036  59.26  37546 15.3
2010-04-19  22:30:00  09 56 52.7  -07 28 58  +000551.3 -000064.4  04 25 51.3  247.500 10.297  57.71  38170 15.3

   Date        UTC        RA         DECL      RARate   DeclRate    HourAng      Az     Um    Phase  Range  Mag
2010-04-20  18:00:00  08 45 40.2  -06 31 11  +001021.0 -000011.0  01 10 15.9  201.424 34.821  76.03  25758 14.8
2010-04-20  18:10:00  08 56 26.6  -06 34 06  +000921.7 -000023.3  01 09 31.2  201.190 34.821  73.39  27067 14.8
2010-04-20  18:20:00  09 06 13.5  -06 38 48  +000841.5 -000032.7  01 09 45.9  201.238 34.730  70.99  28291 14.9
2010-04-20  18:30:00  09 15 12.0  -06 44 53  +000775.8 -000040.0  01 10 49.1  201.515 34.565  68.78  29434 14.9
2010-04-20  18:40:00  09 23 30.5  -06 52 04  +000721.3 -000045.8  01 12 32.3  201.978 34.340  66.74  30501 14.9
2010-04-20  18:50:00  09 31 15.7  -07 00 07  +000675.7 -000050.6  01 14 48.7  202.593 34.062  64.82  31493 15.0
2010-04-20  19:00:00  09 38 33.0  -07 08 53  +000637.2 -000054.5  01 17 33.0  203.333 33.737  63.03  32413 15.0
2010-04-20  19:10:00  09 45 26.6  -07 18 15  +000604.5 -000057.9  01 20 41.0  204.176 33.369  61.32  33264 15.0
2010-04-20  19:20:00  09 52 00.1  -07 28 09  +000576.6 -000060.8  01 24 09.2  205.102 32.962  59.70  34049 15.1
2010-04-20  19:30:00  09 58 16.4  -07 38 30  +000552.8 -000063.4  01 27 54.5  206.096 32.518  58.13  34770 15.1
2010-04-20  19:40:00  10 04 18.0  -07 49 16  +000532.4 -000065.8  01 31 54.6  207.144 32.038  56.64  35427 15.1
2010-04-20  19:50:00  10 10 07.0  -08 00 25  +000515.0 -000068.0  01 36 07.2  208.234 31.525  55.19  36023 15.1
2010-04-20  20:00:00  10 15 45.3  -08 11 55  +000500.1 -000070.1  01 40 30.6  209.356 30.980  53.80  36559 15.1
2010-04-20  20:10:00  10 21 14.4  -08 23 47  +000487.6 -000072.2  01 45 03.2  210.501 30.404  52.43  37037 15.1
2010-04-20  20:20:00  10 26 35.8  -08 35 59  +000477.0 -000074.3  01 49 43.4  211.661 29.798  51.10  37456 15.1
2010-04-20  20:30:00  10 31 50.8  -08 48 32  +000468.3 -000076.4  01 54 30.0  212.831 29.165  49.78  37818 15.1
2010-04-20  20:40:00  10 37 00.5  -09 01 27  +000461.2 -000078.5  01 59 21.9  214.003 28.504  48.50  38124 15.1
2010-04-20  20:50:00  10 42 06.1  -09 14 43  +000455.7 -000080.8  02 04 18.0  215.171 27.818  47.23  38374 15.1
2010-04-20  21:00:00  10 47 08.4  -09 28 23  +000451.7 -000083.1  02 09 17.3  216.332 27.108  45.98  38568 15.1
2010-04-20  21:10:00  10 52 08.6  -09 42 26  +000449.0 -000085.6  02 14 18.8  217.481 26.375  44.73  38707 15.1
2010-04-20  21:20:00  10 57 07.4  -09 56 56  +000447.7 -000088.3  02 19 21.6  218.613 25.621  43.49  38790 15.1
2010-04-20  21:30:00  11 02 05.8  -10 11 53  +000447.7 -000091.2  02 24 24.9  219.724 24.847  42.25  38818 15.1
